danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.773,0.646,0,-6.425,0,0.113,0.346,0,0.108,0.519,141.072
0.869,0.586,11,-4.459,0,0.143,0.17,0,0.0755,0.876,118.987
0.874,0.499,3,-6.392,1,0.0506,0.0207,7.65e-06,0.531,0.389,124.924
0.733,0.508,6,-7.343,1,0.031,0.298,0,0.149,0.333,106.968
0.807,0.669,4,-6.098,0,0.0719,0.247,9.12e-05,0.306,0.814,150.035
0.505,0.499,2,-9.134,1,0.0309,0.425,0.0852,0.0574,0.237,77.767
0.733,0.77,5,-6.177,1,0.0667,0.555,0.00417,0.485,0.634,132.041
0.766,0.647,6,-6.191,0,0.0914,0.489,0.000313,0.0949,0.821,136.941
0.496,0.334,6,-12.978,0,0.06,0.841,0.0119,0.104,0.355,99.781
0.59,0.392,4,-10.182,0,0.0393,0.813,0.395,0.175,0.329,91.459
0.593,0.652,9,-9.28,0,0.0561,0.118,0.00972,0.272,0.403,131.781
0.787,0.727,8,-8.215,1,0.183,0.387,0.015,0.133,0.3,132.057
0.844,0.576,1,-5.313,1,0.0454,0.0762,0.00143,0.0861,0.266,127.956
0.707,0.234,10,-13.107,1,0.0284,0.871,0.000143,0.145,0.456,90.013
0.787,0.583,11,-5.685,1,0.0334,0.0999,0,0.0691,0.96,130.038
0.694,0.0787,1,-14.871,1,0.0428,0.98,0.00857,0.0743,0.194,115.206
0.632,0.243,1,-10.526,1,0.0326,0.982,0.393,0.0839,0.169,115.109
0.762,0.695,8,-5.574,0,0.0489,0.537,0,0.0869,0.458,129.98
0.748,0.491,4,-11.804,1,0.0422,0.555,6.31e-05,0.126,0.685,140.006
0.753,0.618,1,-8.185,1,0.0258,0.0939,0.000367,0.118,0.534,109.009
0.635,0.525,1,-9.092,1,0.0418,0.659,0,0.119,0.14,105.019
0.704,0.826,6,-6.463,0,0.075,0.113,0,0.271,0.75,140.042
0.703,0.587,6,-7.843,1,0.0741,0.164,0,0.106,0.689,76.46
0.584,0.78,6,-6.666,0,0.0418,0.0188,0,0.336,0.365,149.955
0.736,0.465,1,-13.326,0,0.0581,0.573,0.00017,0.245,0.611,139.987
0.694,0.722,8,-6.694,1,0.0498,0.326,0,0.167,0.755,141.968
0.94,0.459,11,-10.816,0,0.127,0.153,0.000103,0.112,0.362,115.986
0.666,0.661,10,-8.001,0,0.0997,0.194,0.000373,0.539,0.186,98.714
0.968,0.702,1,-7.305,1,0.122,0.0786,0.00169,0.104,0.551,122.982
0.91,0.565,6,-8.37,0,0.0773,0.43,4.55e-05,0.08,0.797,132.017
0.812,0.541,1,-9.797,1,0.209,0.484,0.000137,0.103,0.294,89.997
0.855,0.457,4,-10.438,0,0.165,0.577,1.9e-05,0.123,0.174,104.986
0.757,0.261,1,-13.513,1,0.0351,0.78,4.86e-06,0.169,0.679,95.974
0.781,0.608,8,-8.452,1,0.0408,0.217,3.63e-05,0.158,0.609,101.017
0.596,0.436,3,-9.504,1,0.0277,0.52,3.76e-06,0.122,0.348,132.042
0.652,0.332,2,-10.801,1,0.0293,0.331,0,0.116,0.298,113.904
0.504,0.698,7,-6.958,1,0.0273,0.0248,0.00089,0.109,0.421,98.021
0.387,0.262,4,-12.608,1,0.033,0.769,9.71e-05,0.12,0.288,139.369
0.652,0.333,2,-10.017,1,0.0293,0.336,0,0.221,0.49,105.057
0.641,0.866,11,-5.269,1,0.0274,0.00779,0,0.142,0.647,113.999
0.544,0.307,1,-10.531,1,0.0263,0.814,0,0.113,0.329,149.877
0.537,0.153,9,-14.646,1,0.0306,0.862,0,0.101,0.205,132.048
0.593,0.263,7,-12.102,0,0.0384,0.918,1.04e-06,0.104,0.466,119.645
0.477,0.337,7,-10.661,0,0.0291,0.814,1.37e-05,0.107,0.478,117.968
0.572,0.343,9,-10.5,1,0.028,0.586,1.11e-06,0.0944,0.306,130.003
0.325,0.466,7,-6.287,0,0.0298,0.399,4.04e-05,0.0805,0.0959,173.834
0.711,0.306,2,-8.719,0,0.0294,0.817,0,0.315,0.491,97.988
0.666,0.657,1,-4.966,0,0.0311,0.451,5.27e-06,0.653,0.483,130.042
0.675,0.565,9,-5.456,1,0.0514,0.565,0,0.185,0.515,82.996
0.279,0.382,6,-10.083,0,0.0294,0.892,0.0024,0.209,0.309,145.227
0.41,0.329,3,-11.155,1,0.0476,0.667,9.82e-06,0.137,0.0709,124.951
0.681,0.655,6,-7.563,0,0.0762,0.208,0,0.128,0.418,157.04
0.538,0.632,11,-6.883,1,0.0367,0.744,0,0.0679,0.385,139.951
0.601,0.409,5,-12.23,1,0.0361,0.558,4.14e-05,0.229,0.389,118.026
0.579,0.321,3,-11.249,1,0.0275,0.676,0,0.0502,0.439,106.975
0.406,0.188,5,-16.373,1,0.0362,0.815,0.000853,0.0958,0.364,125.721
0.475,0.293,2,-11.366,0,0.0319,0.8,5.28e-06,0.0639,0.288,114.166
0.596,0.531,6,-7.955,0,0.0592,0.842,0.656,0.0897,0.53,72.988
0.382,0.237,7,-12.465,1,0.0325,0.553,0,0.0874,0.488,169.356
0.729,0.328,0,-10.77,1,0.0555,0.632,0,0.0733,0.461,125.939
0.347,0.371,10,-9.345,1,0.0324,0.546,0,0.0965,0.518,147.2
0.697,0.54,5,-7.935,1,0.0272,0.712,0,0.112,0.474,99.025
0.536,0.35,6,-10.127,1,0.0331,0.486,0,0.154,0.273,77.992
0.497,0.684,7,-5.4,1,0.0304,0.0729,0,0.269,0.465,137.808
0.55,0.332,0,-12.449,1,0.0322,0.677,1.04e-06,0.11,0.246,134.981
0.787,0.713,11,-7.794,0,0.193,0.518,0,0.198,0.282,140.074
0.532,0.458,0,-7.532,1,0.0268,0.817,0,0.0986,0.507,141.766
0.931,0.581,7,-7.103,1,0.264,0.196,0,0.111,0.364,100.991
0.715,0.445,6,-7.235,0,0.0487,0.789,0.000343,0.0903,0.285,139.914
0.578,0.319,9,-9.367,1,0.038,0.811,0,0.0813,0.35,129.861
0.573,0.447,0,-9.358,0,0.0491,0.804,0,0.181,0.33,135.9
0.435,0.395,4,-7.337,1,0.0506,0.839,0,0.111,0.246,145.688
0.574,0.271,5,-13.508,1,0.0529,0.745,1.08e-05,0.249,0.2,66.948
0.781,0.403,1,-9.687,0,0.0717,0.403,0,0.174,0.434,99.95
0.484,0.153,0,-12.549,1,0.0458,0.966,0,0.178,0.433,94.724
0.372,0.433,8,-6.401,0,0.0483,0.875,2.28e-05,0.183,0.229,93.934
0.63,0.303,1,-10.303,1,0.0395,0.824,1.58e-06,0.0988,0.28,119.893
0.688,0.566,8,-9.028,1,0.144,0.633,1.74e-05,0.133,0.353,80.87
0.681,0.227,3,-13.52,1,0.0408,0.857,0,0.122,0.288,122.027
0.634,0.325,9,-11.381,1,0.0445,0.751,0.00294,0.132,0.0822,132.048
0.319,0.506,1,-7.0,0,0.0327,0.722,0.00914,0.114,0.276,177.68
0.506,0.222,8,-11.325,1,0.0442,0.914,0,0.117,0.32,128.036
0.591,0.196,5,-11.725,1,0.0376,0.772,1.93e-05,0.114,0.376,130.125
0.878,0.68,6,-6.974,1,0.0335,0.318,0.000569,0.121,0.894,115.004
0.608,0.265,9,-9.772,1,0.0353,0.847,4.93e-06,0.118,0.365,139.977
0.244,0.347,7,-8.677,1,0.0292,0.284,2.06e-05,0.158,0.354,73.382
0.628,0.488,10,-8.469,1,0.0266,0.596,6.45e-06,0.169,0.733,108.04
0.638,0.106,3,-15.103,1,0.0424,0.955,1.1e-06,0.237,0.221,123.592
0.663,0.349,2,-12.171,1,0.0432,0.908,4.39e-06,0.248,0.261,95.047
0.694,0.413,4,-11.105,1,0.0793,0.654,0,0.107,0.144,119.886
0.668,0.124,3,-14.922,1,0.0492,0.907,0,0.373,0.335,123.873
0.634,0.177,6,-12.326,1,0.0322,0.913,0,0.09,0.283,94.069
0.46,0.311,7,-9.934,1,0.0313,0.843,9.63e-06,0.116,0.2,135.855
0.903,0.361,2,-12.79,1,0.327,0.797,1.62e-05,0.098,0.769,129.97
0.708,0.385,2,-15.141,1,0.0744,0.68,1.07e-05,0.355,0.0413,94.996
0.756,0.505,7,-7.108,1,0.0338,0.728,0,0.106,0.571,97.023
0.833,0.572,3,-7.02,1,0.09,0.766,1.03e-05,0.0994,0.846,134.768
0.482,0.38,5,-12.497,0,0.0341,0.62,0.000376,0.233,0.488,133.851
0.552,0.257,0,-11.864,1,0.0556,0.924,0.0345,0.105,0.382,120.097
0.636,0.191,9,-14.435,1,0.0438,0.943,0.000691,0.13,0.703,130.01
0.62,0.272,0,-13.731,1,0.0325,0.747,0.000595,0.123,0.324,123.99
0.464,0.101,9,-19.744,1,0.0789,0.934,5.25e-05,0.0957,0.728,58.848
0.626,0.519,10,-10.086,1,0.0271,0.783,0.000192,0.349,0.57,102.949
0.461,0.363,10,-7.752,1,0.0353,0.812,0,0.111,0.271,132.092
0.645,0.394,0,-11.273,1,0.0299,0.737,0.0146,0.388,0.364,124.015
0.634,0.489,0,-11.565,1,0.0367,0.81,0.000144,0.109,0.553,124.0
0.556,0.335,2,-13.229,1,0.0375,0.826,0.00071,0.0895,0.571,120.197
0.506,0.159,4,-14.962,1,0.0361,0.892,0.0259,0.1,0.39,129.764
0.706,0.0825,2,-16.469,0,0.0455,0.988,0.0238,0.0861,0.642,124.162
0.601,0.386,7,-11.185,1,0.0343,0.837,4.56e-05,0.0877,0.402,159.935
0.371,0.132,0,-14.547,1,0.0405,0.994,0.00433,0.142,0.385,84.419
0.501,0.0582,3,-17.716,1,0.0367,0.98,0.0124,0.158,0.512,78.861
0.611,0.259,0,-14.351,0,0.0313,0.799,1.15e-05,0.368,0.245,87.016
0.687,0.464,9,-7.673,1,0.0249,0.841,0,0.199,0.665,104.037
0.742,0.284,0,-14.235,1,0.0628,0.947,0.0176,0.0982,0.565,129.972
0.649,0.092,9,-19.182,0,0.0684,0.952,0.00782,0.19,0.181,139.972
0.536,0.206,10,-12.428,1,0.0418,0.989,0.0881,0.111,0.591,133.285
0.659,0.636,9,-9.952,1,0.0544,0.115,0.000315,0.107,0.235,154.91
0.757,0.665,8,-10.437,1,0.0569,0.0236,7.07e-06,0.122,0.452,140.018
0.491,0.26,10,-13.451,1,0.0333,0.118,0,0.113,0.211,119.932
0.785,0.407,4,-9.596,1,0.0543,0.433,0,0.375,0.796,120.031
0.658,0.379,5,-9.895,1,0.0337,0.234,0,0.0969,0.65,141.039
0.723,0.86,8,-6.304,0,0.0415,0.109,9.97e-05,0.0896,0.844,102.999
0.759,0.543,1,-8.748,1,0.314,0.526,0,0.133,0.641,160.02
0.746,0.764,1,-7.306,0,0.0414,0.0137,0.901,0.0897,0.682,103.008
0.743,0.473,9,-8.64,1,0.0429,0.653,0,0.112,0.562,87.057
0.7,0.37,6,-13.779,1,0.0651,0.651,1.53e-05,0.104,0.483,149.955
0.842,0.547,9,-8.468,0,0.11,0.766,0,0.0827,0.776,135.02
0.904,0.615,1,-8.303,0,0.186,0.48,2.76e-06,0.0905,0.902,129.005
0.624,0.567,9,-5.232,1,0.0289,0.48,0,0.179,0.386,102.054
0.49,0.485,1,-6.632,1,0.0359,0.684,0,0.12,0.329,170.063
0.555,0.406,8,-6.238,1,0.0307,0.92,0,0.323,0.123,119.956
0.743,0.445,10,-8.663,1,0.0555,0.287,0,0.375,0.353,96.023
0.526,0.406,3,-6.324,1,0.0339,0.681,0,0.0794,0.284,135.877
0.613,0.471,9,-6.77,0,0.0337,0.638,0,0.148,0.596,62.957
0.586,0.413,2,-7.455,1,0.035,0.693,0,0.128,0.356,114.317
0.704,0.557,7,-7.965,1,0.0303,0.815,0,0.106,0.65,110.035
0.624,0.415,0,-6.528,1,0.0326,0.711,0,0.0912,0.161,103.89
0.734,0.597,7,-8.465,1,0.0438,0.862,6.77e-05,0.126,0.37,115.07
0.82,0.452,2,-12.774,0,0.224,0.726,0,0.114,0.626,90.027
0.602,0.515,5,-8.92,0,0.441,0.626,2.5e-05,0.109,0.173,96.051
0.707,0.444,6,-11.786,0,0.0496,0.567,0,0.112,0.336,135.06
0.963,0.284,9,-16.206,1,0.529,0.161,1.79e-05,0.0847,0.244,120.06
0.9,0.664,5,-9.248,0,0.332,0.163,0,0.0937,0.843,90.002
0.719,0.233,6,-19.703,0,0.52,0.511,0,0.261,0.472,85.022
0.776,0.733,0,-7.798,1,0.322,0.0333,0,0.0846,0.655,128.195
0.6,0.557,9,-9.119,0,0.0357,0.411,0.00393,0.117,0.499,144.021
0.609,0.488,6,-10.314,0,0.0315,0.344,0.0741,0.103,0.249,117.099
0.475,0.617,9,-5.973,0,0.123,0.135,2.33e-05,0.0633,0.319,170.139
0.726,0.502,1,-9.3,0,0.039,0.247,0.00195,0.309,0.627,152.99
0.563,0.459,9,-9.098,0,0.0466,0.553,0,0.104,0.539,72.925
0.681,0.432,5,-10.476,0,0.0303,0.302,0.752,0.0924,0.178,117.012
0.719,0.581,9,-7.977,0,0.0393,0.586,0.0016,0.113,0.38,144.981
0.67,0.594,10,-10.599,0,0.0477,0.41,0,0.0807,0.645,102.034
0.628,0.659,6,-9.4,1,0.0331,0.405,0.0564,0.132,0.711,157.993
0.774,0.617,8,-6.706,1,0.0292,0.711,0,0.105,0.711,127.982
0.708,0.42,11,-9.624,1,0.0715,0.825,4.01e-06,0.0925,0.47,144.948
0.818,0.606,4,-8.537,1,0.0395,0.676,0.00016,0.116,0.523,127.049
0.753,0.669,10,-5.734,1,0.214,0.482,1.74e-06,0.115,0.746,186.097
0.598,0.464,2,-7.839,1,0.0374,0.755,0,0.238,0.371,174.002
0.915,0.486,2,-7.799,0,0.0733,0.575,0.00357,0.157,0.617,104.008
0.75,0.508,8,-9.328,1,0.036,0.68,0.00167,0.0785,0.509,89.996
0.772,0.374,4,-10.014,1,0.0552,0.789,0,0.106,0.479,126.899
0.629,0.55,7,-8.394,1,0.0543,0.167,0.0271,0.132,0.295,90.01
0.699,0.375,11,-12.02,1,0.0384,0.773,0.000152,0.104,0.27,144.016
0.828,0.617,1,-8.069,0,0.15,0.0762,0,0.0784,0.529,103.057
0.811,0.684,2,-5.533,1,0.114,0.584,2.49e-06,0.269,0.285,100.017
0.736,0.449,6,-12.475,1,0.0697,0.229,0.00464,0.144,0.207,98.999
0.627,0.333,0,-13.06,1,0.0508,0.905,0,0.11,0.517,135.868
0.65,0.662,11,-4.88,1,0.18,0.348,0,0.412,0.918,172.155
0.683,0.714,1,-7.414,1,0.0485,0.0251,8.3e-06,0.134,0.844,154.013
0.791,0.444,0,-7.779,0,0.0442,0.641,0,0.108,0.222,108.016
0.798,0.528,0,-9.064,0,0.0332,0.769,0,0.211,0.764,120.019
0.783,0.546,1,-13.669,1,0.303,0.156,1.29e-06,0.11,0.568,89.955
0.895,0.666,11,-7.557,0,0.272,0.149,0,0.218,0.664,145.005
0.655,0.735,1,-7.013,0,0.0585,0.132,0,0.137,0.353,159.913
0.866,0.919,6,-4.623,0,0.0984,0.172,2.47e-05,0.089,0.713,136.033
0.834,0.51,10,-8.838,0,0.285,0.446,0,0.358,0.597,115.028
0.451,0.872,6,-4.233,0,0.163,0.0467,0,0.0518,0.319,102.117
0.697,0.902,0,-5.051,1,0.223,0.156,0,0.0828,0.599,139.6
0.705,0.661,7,-9.855,0,0.0535,0.119,0.00107,0.11,0.47,87.032
0.627,0.61,1,-9.414,1,0.0355,0.153,2.79e-06,0.136,0.574,155.02
0.631,0.687,4,-7.322,1,0.0333,0.0569,0,0.52,0.434,140.04
0.729,0.629,7,-7.812,1,0.0382,0.145,0,0.129,0.404,147.985
0.615,0.394,9,-13.918,0,0.0625,0.327,1.04e-05,0.0893,0.0851,95.513
0.448,0.469,2,-6.131,1,0.0388,0.724,0,0.171,0.347,82.675
0.699,0.636,11,-9.877,0,0.0802,0.197,2.36e-05,0.0895,0.378,135.998
0.695,0.654,11,-8.15,1,0.111,0.385,0,0.094,0.402,93.021
0.605,0.474,1,-12.963,0,0.34,0.865,0.000148,0.0782,0.387,149.955
0.616,0.519,9,-8.627,0,0.032,0.487,2.79e-05,0.453,0.576,113.952
0.798,0.661,4,-11.339,1,0.252,0.797,3.06e-05,0.0602,0.388,74.949
0.66,0.61,0,-9.766,1,0.0647,0.61,1.1e-05,0.132,0.178,115.059
0.694,0.573,0,-11.367,0,0.464,0.344,0,0.102,0.574,160.069
0.587,0.608,11,-6.956,1,0.0778,0.704,1.24e-05,0.346,0.188,159.819
0.772,0.43,1,-12.795,0,0.196,0.717,0,0.0816,0.709,88.002
0.665,0.539,7,-13.011,0,0.284,0.911,0.014,0.261,0.362,82.088
0.629,0.223,7,-14.863,1,0.0351,0.872,5.79e-06,0.163,0.321,119.945
0.589,0.251,0,-11.583,0,0.0305,0.838,0.000585,0.362,0.181,115.971
0.459,0.278,3,-9.404,1,0.0295,0.898,2.65e-05,0.126,0.12,116.029
0.661,0.122,7,-18.688,1,0.04,0.899,0.838,0.109,0.0997,119.998
0.762,0.673,1,-8.155,1,0.0497,0.0443,1.23e-06,0.158,0.821,140.007
0.555,0.229,11,-11.308,1,0.0316,0.744,0,0.116,0.307,123.852
0.696,0.291,6,-11.127,1,0.0408,0.941,5.24e-05,0.113,0.239,116.203
0.627,0.68,0,-6.775,0,0.0353,0.197,2.38e-06,0.309,0.406,179.951
0.644,0.151,0,-13.096,0,0.0309,0.77,0.795,0.14,0.0607,115.981
0.56,0.554,5,-7.701,1,0.0792,0.585,0,0.0999,0.611,170.987
0.643,0.398,5,-9.297,1,0.0407,0.728,3.84e-05,0.431,0.241,121.889
0.512,0.232,1,-15.72,1,0.0576,0.897,6.03e-06,0.231,0.162,125.855
0.637,0.259,7,-13.567,1,0.0364,0.776,3.48e-05,0.364,0.158,119.915
0.574,0.425,11,-9.078,1,0.0304,0.875,0.000432,0.383,0.139,79.984
0.671,0.257,7,-13.042,1,0.0404,0.593,0,0.196,0.296,129.929
0.617,0.3,6,-12.955,0,0.045,0.763,0.000645,0.323,0.166,86.007
0.599,0.498,9,-6.951,1,0.0551,0.531,0,0.343,0.253,85.985
0.629,0.329,3,-9.431,1,0.0402,0.856,1.69e-05,0.285,0.221,130.066
0.333,0.339,8,-12.718,1,0.0992,0.719,1.89e-06,0.332,0.194,205.24
0.71,0.317,4,-12.41,1,0.0537,0.435,4.3e-05,0.104,0.548,72.47
0.684,0.303,9,-11.708,1,0.0637,0.526,0,0.0773,0.38,80.032
0.635,0.378,10,-8.319,1,0.0256,0.89,0.304,0.113,0.515,89.998
0.666,0.494,0,-6.755,1,0.0284,0.643,1.55e-06,0.128,0.278,110.008
0.586,0.381,9,-12.823,1,0.0335,0.294,0.114,0.103,0.156,140.83
0.643,0.359,8,-9.19,1,0.0294,0.764,0,0.378,0.394,97.001
0.634,0.309,8,-11.225,1,0.0355,0.75,4.57e-06,0.0923,0.379,104.025
0.518,0.403,0,-8.311,1,0.0326,0.818,1.7e-06,0.146,0.194,122.967
0.711,0.59,5,-7.623,0,0.028,0.432,0,0.148,0.384,116.958
0.588,0.538,9,-8.885,1,0.0507,0.734,2.78e-06,0.11,0.318,139.891
0.592,0.307,11,-11.81,1,0.041,0.885,0,0.112,0.32,92.874
0.418,0.354,0,-7.256,1,0.0258,0.748,0,0.133,0.194,82.033
0.316,0.254,2,-8.543,1,0.0371,0.756,0,0.0898,0.179,164.507
0.618,0.305,1,-9.86,1,0.033,0.824,0.00253,0.0985,0.211,128.011
0.626,0.433,2,-6.248,0,0.0317,0.804,0,0.054,0.231,120.213
0.361,0.366,2,-10.001,0,0.0343,0.867,0.00011,0.125,0.212,130.114
0.445,0.258,11,-11.19,0,0.0365,0.86,0,0.0813,0.449,98.668
0.443,0.385,0,-10.054,1,0.0361,0.428,1.05e-06,0.0798,0.425,155.968
0.816,0.907,2,-4.611,0,0.127,0.351,1.33e-06,0.0347,0.565,100.03
0.797,0.789,10,-6.166,0,0.0355,0.0531,6.32e-06,0.0891,0.775,110.0
0.473,0.925,1,-3.988,0,0.261,0.269,0,0.169,0.435,100.047
0.294,0.325,6,-11.026,1,0.0331,0.886,2.22e-06,0.348,0.285,179.75
0.518,0.741,4,-6.504,1,0.0679,0.619,5.44e-06,0.0978,0.307,84.96
0.694,0.402,0,-8.28,1,0.0526,0.74,0,0.141,0.404,80.036
0.651,0.414,3,-9.853,1,0.0512,0.676,0,0.121,0.366,92.142
0.695,0.359,8,-8.662,1,0.069,0.654,9.02e-05,0.0921,0.616,139.729
0.814,0.461,10,-7.18,1,0.103,0.658,1.74e-06,0.305,0.564,125.981
0.61,0.458,0,-8.915,1,0.0335,0.742,3.84e-05,0.0731,0.11,96.915
0.747,0.601,4,-8.13,1,0.0399,0.303,2.71e-05,0.091,0.216,106.036
0.492,0.502,3,-6.864,1,0.0542,0.798,0.00474,0.0974,0.395,171.607
0.459,0.408,7,-12.482,1,0.0361,0.801,0.0312,0.162,0.287,150.922
0.703,0.234,5,-15.826,1,0.0353,0.93,0.0236,0.126,0.643,140.95
0.775,0.494,1,-12.86,1,0.0411,0.519,0.00549,0.111,0.749,124.804
0.76,0.59,9,-8.15,1,0.0333,0.768,0.000695,0.125,0.649,140.032
0.725,0.836,7,-4.99,1,0.0394,0.0849,0.111,0.0971,0.794,133.023
0.763,0.849,7,-4.014,1,0.0359,0.0186,0.00369,0.162,0.961,139.999
0.698,0.401,1,-14.463,1,0.0509,0.869,0.2,0.132,0.563,90.021
0.705,0.765,7,-4.932,1,0.113,0.00556,0.022,0.0764,0.889,137.99
0.597,0.308,7,-17.224,1,0.0349,0.864,0.0101,0.136,0.558,80.026
0.676,0.367,3,-11.275,1,0.0318,0.826,0,0.109,0.425,92.017
0.662,0.456,11,-11.371,1,0.0349,0.361,0.06,0.357,0.257,92.546
0.838,0.5,7,-8.15,1,0.0651,0.00035,0.475,0.0796,0.935,138.018
0.607,0.361,7,-12.294,1,0.0369,0.394,0.000324,0.341,0.212,149.978
0.543,0.813,10,-5.976,1,0.0571,0.361,0,0.192,0.485,161.102
0.705,0.618,7,-7.199,1,0.0291,0.747,0,0.461,0.854,113.975
0.851,0.347,10,-16.087,1,0.0448,0.464,2.01e-06,0.18,0.945,105.998
0.73,0.366,0,-19.125,1,0.0909,0.737,0.00113,0.0872,0.105,92.043
0.614,0.177,8,-14.757,1,0.0296,0.888,0.489,0.112,0.123,119.968
0.622,0.244,5,-18.041,1,0.0322,0.799,0,0.0692,0.348,129.959
0.477,0.467,0,-9.324,1,0.0295,0.598,0,0.196,0.292,127.974
0.45,0.474,7,-10.306,1,0.0313,0.26,0,0.081,0.27,153.994
0.73,0.487,8,-11.903,0,0.0452,0.533,0,0.212,0.672,113.049
0.793,0.874,0,-4.554,0,0.0351,0.0274,9.32e-05,0.0899,0.88,138.008
0.654,0.216,8,-10.826,1,0.0612,0.97,4.98e-05,0.201,0.551,153.488
0.448,0.462,0,-8.704,1,0.0296,0.0726,0,0.0846,0.332,163.643
0.851,0.504,10,-8.149,1,0.0519,0.367,0,0.0428,0.688,137.0
0.38,0.474,11,-6.495,1,0.0364,0.725,0.00182,0.223,0.309,179.348
0.55,0.337,3,-12.443,1,0.0283,0.788,1.36e-06,0.0847,0.488,167.94
0.629,0.406,10,-12.471,1,0.0368,0.871,0.000151,0.149,0.323,129.877
0.588,0.227,3,-14.211,1,0.0375,0.973,0.00248,0.135,0.507,128.009
0.636,0.538,5,-9.666,0,0.0272,0.346,0,0.108,0.612,135.001
0.581,0.328,7,-12.108,0,0.0331,0.968,0.211,0.0961,0.635,83.083
0.611,0.725,10,-8.593,0,0.0604,0.54,6.14e-05,0.279,0.621,87.771
0.537,0.445,8,-8.326,0,0.0538,0.943,0,0.165,0.63,185.678
0.694,0.858,5,-4.18,1,0.0327,0.0139,0.318,0.278,0.869,140.006
0.599,0.567,1,-5.128,0,0.0282,0.585,0,0.213,0.566,130.979
0.655,0.18,8,-14.867,1,0.0349,0.951,0.000306,0.11,0.541,164.073
0.661,0.448,9,-12.859,0,0.0382,0.702,8e-05,0.347,0.623,135.285
0.609,0.421,0,-12.272,0,0.0327,0.619,0.0514,0.079,0.551,119.978
0.567,0.427,3,-9.934,1,0.0412,0.914,0.0328,0.367,0.235,60.027
0.766,0.727,0,-7.951,0,0.0375,0.00557,0.709,0.363,0.892,138.02
0.597,0.453,11,-12.973,0,0.0292,0.822,0.0456,0.27,0.42,140.02
0.778,0.719,0,-8.828,0,0.039,0.00024,0.721,0.345,0.835,138.016
0.793,0.85,3,-8.446,1,0.0472,0.0135,0.657,0.16,0.965,138.071
,,,,,,,,,,
0.729,0.846,0,-7.062,0,0.0338,0.136,0.242,0.42,0.971,137.989
0.547,0.54,7,-5.746,1,0.0391,0.781,0,0.152,0.356,82.053
0.667,0.56,10,-11.068,1,0.106,0.775,4.71e-06,0.309,0.542,119.969
0.519,0.63,7,-4.652,1,0.0513,0.65,0.0073,0.352,0.116,81.648
0.509,0.522,10,-7.06,1,0.028,0.492,0,0.369,0.335,80.233
0.54,0.657,1,-4.558,0,0.0615,0.799,0,0.32,0.377,80.805
0.816,0.795,7,-6.221,1,0.0492,0.058,6.89e-06,0.385,0.816,119.973
0.588,0.599,0,-5.958,0,0.0318,0.628,6.24e-06,0.556,0.334,103.853
0.678,0.68,5,-8.713,0,0.0448,0.0842,1.7e-06,0.423,0.523,129.966
0.665,0.87,1,-3.997,0,0.0662,0.104,0,0.15,0.479,128.019
0.825,0.799,0,-8.435,0,0.0323,0.147,0.000104,0.127,0.965,129.962
0.631,0.709,5,-5.103,1,0.0333,0.555,0,0.11,0.463,104.034
0.607,0.295,6,-8.639,1,0.0287,0.893,0,0.0866,0.327,79.936
0.642,0.388,6,-7.861,1,0.0279,0.851,0,0.135,0.343,109.946
0.454,0.313,2,-6.403,1,0.0514,0.818,0,0.106,0.496,81.526
0.668,0.628,10,-6.669,1,0.0537,0.805,0,0.0899,0.466,105.987
0.611,0.224,4,-10.715,0,0.0451,0.843,0.000348,0.106,0.368,79.771
0.659,0.449,5,-7.589,1,0.0709,0.834,1.07e-05,0.0981,0.309,80.131
0.517,0.329,1,-8.699,0,0.0296,0.938,0,0.111,0.252,109.736
0.624,0.604,2,-5.438,1,0.0619,0.784,0.00869,0.108,0.354,136.077
0.661,0.416,11,-8.574,0,0.0329,0.909,0.108,0.384,0.163,120.116
0.687,0.565,9,-7.156,0,0.0435,0.638,0.000287,0.142,0.579,135.995
0.318,0.439,1,-6.776,1,0.0326,0.502,0,0.154,0.163,169.125
0.697,0.472,7,-5.729,1,0.0367,0.228,0,0.207,0.312,127.945
0.651,0.421,11,-8.936,1,0.0412,0.777,2.62e-06,0.105,0.341,172.028
0.668,0.53,2,-7.334,1,0.0338,0.622,1.33e-06,0.113,0.132,82.029
0.54,0.313,1,-10.45,1,0.031,0.674,0,0.102,0.45,99.925
0.675,0.602,0,-9.651,1,0.0728,0.108,0,0.225,0.338,150.022
0.632,0.585,6,-3.994,1,0.0242,0.753,0,0.08,0.694,138.088
0.346,0.298,6,-9.68,1,0.0421,0.911,2.52e-05,0.332,0.314,172.618
0.853,0.407,5,-8.953,1,0.0354,0.821,0.01,0.093,0.6,100.003
0.597,0.25,11,-13.037,1,0.0394,0.899,0.00202,0.117,0.146,122.947
0.631,0.606,6,-5.005,1,0.0297,0.51,0,0.0904,0.463,110.117
0.705,0.617,2,-6.637,1,0.036,0.433,0.00182,0.0472,0.394,119.923
0.739,0.369,5,-7.092,1,0.0311,0.93,2.14e-06,0.0975,0.194,122.936
0.663,0.55,9,-5.643,0,0.0582,0.682,0.000176,0.323,0.415,83.037
0.854,0.781,11,-5.101,0,0.0701,0.24,2.55e-06,0.119,0.822,137.964
0.578,0.609,6,-5.404,0,0.144,0.559,0.000163,0.091,0.701,172.116
